,id,total-units,prereqs,semester,hass_attribute,gir_attribute,sections
6.013,6.013,12,GIR:CAL2 and GIR:PHY2,['Spring'],,,"{'LabSession': ['T10 VIRTUAL'], 'RecitationSession': ['R11 VIRTUAL'], 'LectureSession': ['MW1 VIRTUAL']}"
6.022,6.022,12,"GIR:PHY2, 18.03, or permission of instructor",['Spring'],,,"{'RecitationSession': ['F1 VIRTUAL'], 'LectureSession': ['TR9.30-11 VIRTUAL']}"
6.023,6.023,12,"GIR:BIOL, GIR:PHY2, and 18.03",['Spring'],,,"{'RecitationSession': ['T10 VIRTUAL'], 'LectureSession': ['MWF11 VIRTUAL']}"
6.024,6.024,12,"GIR:BIOL, (2.370 or 20.110), and (3.016B or 18.03)",['Spring'],,,{'LectureSession': ['TR1-2.30 VIRTUAL']}
6.027,6.027,12,"GIR:BIOL, 18.03, or permission of instructor",['Spring'],,,{'LectureSession': ['MW9.30-11 VIRTUAL']}
6.03,6.03,12,GIR:CAL2 and GIR:PHY2,['Spring'],,LAB,"{'LabSession': ['F9-12 VIRTUAL'], 'LectureSession': ['MW2 VIRTUAL']}"
6.031,6.031,15,6.009,"['Fall', 'Spring']",,,{'LectureSession': ['MWF11-12.30 VIRTUAL']}
6.033,6.033,12,6.004 and 6.009,['Spring'],,,"{'LabSession': ['F1 VIRTUAL'], 'RecitationSession': ['TR10 VIRTUAL'], 'LectureSession': ['MW2 VIRTUAL']}"
6.035,6.035,12,6.004 and 6.031,['Spring'],,,"{'LectureSession': ['MWF11 VIRTUAL'], 'RecitationSession': ['TR11 VIRTUAL']}"
6.036,6.036,12,GIR:CAL2 and (6.0001 or 6.01),"['Fall', 'Spring']",,,"{'RecitationSession': ['R9.30-11 VIRTUAL'], 'LectureSession': ['T9.30-11 VIRTUAL']}"
6.041,6.041,12,GIR:CAL2,"['Fall', 'Spring']",,REST,"{'RecitationSession': ['TR1 VIRTUAL'], 'LectureSession': ['MW12 VIRTUAL']}"
6.042,6.042,12,GIR:CAL1,"['Fall', 'Spring']",,REST,"{'RecitationSession': ['WF2 VIRTUAL'], 'LectureSession': ['TR2.30-4 VIRTUAL']}"
6.045,6.045,12,6.042,['Spring'],,,"{'RecitationSession': ['F11 VIRTUAL'], 'LectureSession': ['TR2.30-4 VIRTUAL']}"
6.046,6.046,12,6.006,"['Fall', 'Spring']",,,"{'RecitationSession': ['F11 VIRTUAL'], 'LectureSession': ['TR11-12.30 VIRTUAL']}"
6.049,6.049,12,(6.0001 and 7.03) or permission of instructor,['Spring'],,,{'LectureSession': ['TR11-12.30 VIRTUAL']}
6.070,6.070,6,,"['Fall', 'Spring']",,,"{'LabSession': ['MTWRF2-5 4-409'], 'LectureSession': ['M EVE (7-10 PM) 4-409']}"
6.073,6.073,12,"6.01, CMS.301, or CMS.608",['Spring'],HA,,"{'LectureSession': ['T2-5 VIRTUAL'], 'LabSession': ['R2-5 VIRTUAL']}"
6.08,6.08,12,6.0001; [GIR:PHY2],['Spring'],,LAB,"{'LabSession': ['TR12-2.30 38-530'], 'LectureSession': ['M1 VIRTUAL']}"
6.100,6.100,0,,"['Fall', 'Summer', 'Spring']",,,
6.101,6.101,12,6.002,['Spring'],,LAB,"{'LectureSession': ['TR2.30-4 VIRTUAL'], 'LabSession': ['MTWRF2-5 38-601']}"
6.115,6.115,12,"6.002, 6.003, or 6.004",['Spring'],,LAB,"{'LectureSession': ['TR1 VIRTUAL'], 'RecitationSession': ['W3 VIRTUAL']}"
6.1151,6.1151,15,"6.002, 6.003, or 6.004",['Spring'],,,"{'RecitationSession': ['W3 VIRTUAL'], 'LectureSession': ['TR1 VIRTUAL']}"
6.129,6.129,12,GIR:BIOL and GIR:CAL2,['Spring'],,LAB,"{'LabSession': ['MW12-2,MW3-5 26-033'], 'LectureSession': ['MW2 VIRTUAL']}"
6.141,6.141,12,"((1.00 or 6.0001) and (2.003, 6.006, 6.009, or 16.06)) or permission of instructor",['Spring'],,LAB,"{'LectureSession': ['MWF1 VIRTUAL'], 'RecitationSession': ['MW3-5 VIRTUAL'], 'LabSession': ['MW8-11 (MEETS 3/9 TO 5/14) W34-TRACK']}"
6.152,6.152,12,"GIR:CAL2, GIR:CHEM, GIR:PHY2, or permission of instructor",['Spring'],,,"{'LabSession': ['TRF1-4 12-3101'], 'LectureSession': ['MW2.30-4 VIRTUAL']}"
6.163,6.163,12,GIR:PHY2 or permission of instructor,"['Fall', 'Spring']",,LAB,"{'LectureSession': ['MW12 VIRTUAL'], 'LabSession': ['MTWRF2-5 4-410']}"
6.207,6.207,12,6.041 or 14.30,['Spring'],HS,,"{'RecitationSession': ['F2 VIRTUAL'], 'LectureSession': ['MW1-2.30 VIRTUAL']}"
6.302,6.302,12,GIR:PHY2 and (2.087 or 18.03),['Spring'],,,"{'LabSession': ['F10-1 VIRTUAL'], 'RecitationSession': ['R11 VIRTUAL'], 'LectureSession': ['T11 VIRTUAL']}"
6.401,6.401,12,"6.0001 and (6.008, 6.041, or 18.600)",['Spring'],,,{'LectureSession': ['MW2.30-4 VIRTUAL']}
6.402,6.402,6,"GIR:CAL2 and 6.0001; [1.024, 2.161, 3.100, or 22.042]",['Spring'],,,{'LectureSession': ['MWF11 VIRTUAL']}
6.419,6.419,12,"((2.087, 6.0002, 6.01, 18.03, or 18.06) and (6.008, 6.041, 14.30, 16.09, or 18.05)) or permission of instructor",['Spring'],,,"{'RecitationSession': ['R EVE (7 PM) VIRTUAL'], 'LectureSession': ['MW11-12.30 VIRTUAL']}"
6.802,6.802,12,(7.05 and (6.0002 or 6.01)) or permission of instructor,['Spring'],,,{'LectureSession': ['TR1-2.30 VIRTUAL']}
6.806,6.806,12,6.046 or permission of instructor,['Spring'],,,{'LectureSession': ['TR1-2.30 VIRTUAL']}
6.808,6.808,12,6.033 or permission of instructor,['Spring'],,,"{'LabSession': ['TR3-5 E14-474B'], 'LectureSession': ['MW3-4.30 VIRTUAL']}"
6.809,6.809,12,(6.009 and 21M.301) or permission of instructor,"['Fall', 'Spring']",HA,,{'LectureSession': ['MW11-12.30 VIRTUAL']}
6.812,6.812,12,6.003 or 6.004,['Spring'],,,"{'LabSession': ['*TO BE ARRANGED null'], 'LectureSession': ['MW1-2.30 VIRTUAL'], 'RecitationSession': ['F11 VIRTUAL']}"
6.814,6.814,12,(6.033 and (6.006 or 6.046)) or permission of instructor,['Spring'],,,{'LectureSession': ['MW1-2.30 VIRTUAL']}
6.819,6.819,12,18.06 and (6.041B or 6.042),['Spring'],,,{'LectureSession': ['MW9.30-11 VIRTUAL']}
6.902,6.902,6,,"['Fall', 'Spring']",,,{'LectureSession': ['M EVE (7-9 PM) VIRTUAL']}
6.9021,6.9021,3,,['Spring'],,,{'LectureSession': ['M EVE (7-9 PM) VIRTUAL']}
6.904,6.904,6,,"['Fall', 'Spring']",,,{'LectureSession': ['T EVE (7-9 PM) VIRTUAL']}
6.9041,6.9041,12,,"['Fall', 'Spring']",,,{'LectureSession': ['W EVE (7-9 PM) VIRTUAL']}
6.905,6.905,12,6.034 or permission of instructor,['Spring'],,,{'LectureSession': ['MWF2 VIRTUAL']}
6.910,6.910,0,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']",,,
6.911,6.911,3,[6.912]; or permission of instructor,"['Fall', 'Spring']",,,{'LabSession': ['F3-5 13-1000LA']}
6.912,6.912,3,[6.911]; or permission of instructor,"['Fall', 'Spring']",,,{'LectureSession': ['T1-2.30 VIRTUAL']}
6.913,6.913,6,"6.902, 6.911, 6.912, or permission of instructor","['Fall', 'Spring']",,,{'LabSession': ['F9-11 13-1000LA']}
6.920,6.920,1,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
6.921,6.921,12,,"['Fall', 'Summer', 'Spring']",,,
6.922,6.922,12,6.921,"['Fall', 'Summer', 'Spring']",,,
6.EPE,6.EPE,1,2.EPW or permission of instructor,"['Fall', 'Spring']",,,
6.S00,6.S00,0,,"['Fall', 'Spring']",,,"{'RecitationSession': ['*TO BE ARRANGED null'], 'LectureSession': ['MW3-4.30 VIRTUAL']}"
6.S062,6.S062,0,,"['Fall', 'Spring']",,,{'LectureSession': ['TR11-12.30 VIRTUAL']}
6.S063,6.S063,0,,"['Fall', 'Spring']",,,{'LectureSession': ['TR1-2.30 VIRTUAL']}
6.S078,6.S078,0,Permission of instructor,"['Fall', 'Spring']",,,"{'LectureSession': ['TR11 VIRTUAL'], 'LabSession': ['MWF9-12 38-530'], 'RecitationSession': ['W1 VIRTUAL']}"
6.S080,6.S080,0,Permission of instructor,"['Fall', 'Spring']",,,"{'LectureSession': ['TR9.30-11 VIRTUAL'], 'RecitationSession': ['F9.30-11 VIRTUAL']}"
6.S082,6.S082,0,Permission of instructor,"['Fall', 'Spring']",,,{'LectureSession': ['MW3-4.30 VIRTUAL']}
6.S083,6.S083,0,Permission of instructor,"['Fall', 'Spring']",,,{'LectureSession': ['MW1-2.30 VIRTUAL']}
6.S099,6.S099,0,Permission of instructor,"['Fall', 'Spring']",,,
6.S911,6.S911,0,Permission of instructor,['Spring'],,,{'LectureSession': ['MWF11-12.30 VIRTUAL']}
6.UAP,6.UAP,6,6.UAT,"['Fall', 'IAP', 'Summer', 'Spring']",,,
6.UAR,6.UAR,6,6.UR and permission of instructor,"['Fall', 'Spring']",,,{'LectureSession': ['R4 VIRTUAL']}
6.UAT,6.UAT,9,,"['Fall', 'Spring']",,,"{'LectureSession': ['MW10 VIRTUAL'], 'LabSession': ['F10 32-123']}"
6.UR,6.UR,0,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
7.002,7.002,6,,"['Fall', 'Spring']",,LAB2,"{'LectureSession': ['T9.30-11 VIRTUAL'], 'LabSession': ['M1-4.30 68-074']}"
7.003,7.003,12,7.002,"['Fall', 'Spring']",,LAB2,"{'LabSession': ['T2-5,R1-5 68-074'], 'RecitationSession': ['T11-12.30 VIRTUAL'], 'LectureSession': ['T1 VIRTUAL']}"
7.014,7.014,12,,['Spring'],,BIOL,"{'RecitationSession': ['TR1 VIRTUAL'], 'LectureSession': ['MWF11 VIRTUAL']}"
7.016,7.016,12,,['Spring'],,BIOL,"{'RecitationSession': ['TR1 VIRTUAL'], 'LectureSession': ['MWF10 VIRTUAL']}"
7.03,7.03,12,GIR:BIOL,"['Fall', 'Spring']",,REST,"{'RecitationSession': ['T11 VIRTUAL'], 'LectureSession': ['MWF11 VIRTUAL']}"
7.05,7.05,12,"GIR:BIOL, 5.12, or permission of instructor",['Spring'],,REST,"{'RecitationSession': ['T10 VIRTUAL'], 'LectureSession': ['MWF9.30-11 VIRTUAL']}"
7.06,7.06,12,7.03 and 7.05,"['Fall', 'Spring']",,,"{'RecitationSession': ['F1 VIRTUAL'], 'LectureSession': ['TR9.30-11 VIRTUAL']}"
7.08,7.08,12,"(GIR:BIOL, 5.13, and (5.07 or 7.05)) or permission of instructor",['Spring'],,,"{'RecitationSession': ['F3 VIRTUAL'], 'LectureSession': ['MW11-12.30 VIRTUAL']}"
7.093,7.093,6,7.03 and 7.05,['Spring'],,,{'LectureSession': ['MW1-2.30 VIRTUAL']}
7.094,7.094,6,7.03 and 7.05,['Spring'],,,{'LectureSession': ['MW1-2.30 VIRTUAL']}
7.11,7.11,0,,"['Fall', 'Spring']",,,
7.19,7.19,12,"(7.06 and (5.362, 7.003, or 20.109)) or permission of instructor","['Fall', 'Spring']",,,{'LectureSession': ['TR2.30-4.30 VIRTUAL']}
7.23,7.23,12,7.06,['Spring'],,,"{'RecitationSession': ['W EVE (7 PM) VIRTUAL'], 'LectureSession': ['MW9.30-11 VIRTUAL']}"
7.27,7.27,12,7.06,['Spring'],,,"{'RecitationSession': ['R4 VIRTUAL'], 'LectureSession': ['MW11-12.30 VIRTUAL']}"
7.28,7.28,12,7.03; [7.05],['Spring'],,,"{'RecitationSession': ['W12 VIRTUAL'], 'LectureSession': ['TR11-1 VIRTUAL']}"
7.29,7.29,12,7.05 or 9.01,['Spring'],,,"{'LectureSession': ['MW10-11.30 VIRTUAL'], 'RecitationSession': ['F12 VIRTUAL']}"
7.33,7.33,12,(6.0001 and 7.03) or permission of instructor,['Spring'],,,{'LectureSession': ['TR11-12.30 VIRTUAL']}
7.340,7.340,6,7.06 or 7.28,"['Fall', 'Spring']",,,
7.341,7.341,6,7.06 or 7.28,"['Fall', 'Spring']",,,{'LectureSession': ['T10-12 VIRTUAL']}
7.342,7.342,6,7.06 or 7.28,"['Fall', 'Spring']",,,{'LectureSession': ['W10-12 VIRTUAL']}
7.343,7.343,6,7.06 or 7.28,"['Fall', 'Spring']",,,{'LectureSession': ['T12-2 VIRTUAL']}
7.344,7.344,6,7.06 or 7.28,"['Fall', 'Spring']",,,{'LectureSession': ['W2-4 VIRTUAL']}
7.345,7.345,6,7.06 or 7.28,"['Fall', 'Spring']",,,{'LectureSession': ['R11-1 VIRTUAL']}
7.346,7.346,6,7.06 or 7.28,"['Fall', 'Spring']",,,{'LectureSession': ['R1-3 VIRTUAL']}
7.347,7.347,6,7.06 or 7.28,"['Fall', 'Spring']",,,
7.348,7.348,6,7.06 or 7.28,"['Fall', 'Spring']",,,
7.349,7.349,6,7.06 or 7.28,"['Fall', 'Spring']",,,
7.391,7.391,0,,"['Fall', 'Summer', 'Spring']",,,
7.392,7.392,0,,"['Fall', 'IAP', 'Spring']",,,
7.393,7.393,0,,"['Fall', 'Spring']",,,
7.394,7.394,0,,"['Fall', 'Spring']",,,
7.395,7.395,0,,"['Fall', 'Spring']",,,
7.396,7.396,0,,"['Fall', 'IAP', 'Spring']",,,
7.458,7.458,3,,['Spring'],,,{'LectureSession': ['TR11-12.30 VIRTUAL']}
7.49,7.49,12,"7.03, 7.05, 9.01, or permission of instructor",['Spring'],,,{'LectureSession': ['TR10-11.30 VIRTUAL']}
7.S391,7.S391,0,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']",,,
7.THU,7.THU,0,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
7.UR,7.UR,0,Permission of department,"['Fall', 'IAP', 'Summer', 'Spring']",,,
7.URG,7.URG,0,Permission of department,"['Fall', 'IAP', 'Summer', 'Spring']",,,
8.011,8.011,12,,['Spring'],,PHY1,"{'LabSession': ['F10 VIRTUAL'], 'LectureSession': ['MW12-2 VIRTUAL']}"
8.02,8.02,12,GIR:CAL1 and GIR:PHY1,"['Fall', 'Spring']",,PHY2,{'LectureSession': ['TRF10 VIRTUAL']}
8.022,8.022,12,GIR:PHY1; [GIR:CAL2],"['Fall', 'Spring']",,PHY2,"{'RecitationSession': ['TR11 VIRTUAL'], 'LectureSession': ['MW2.30-4 VIRTUAL']}"
8.03,8.03,12,GIR:CAL2 and GIR:PHY2,"['Fall', 'Spring']",,REST,"{'LectureSession': ['TR1.30-3 VIRTUAL'], 'RecitationSession': ['MW2 VIRTUAL']}"
8.04,8.04,12,8.03 and (18.03 or 18.032),['Spring'],,REST,"{'LectureSession': ['MW9.30-11 VIRTUAL'], 'RecitationSession': ['TR12 VIRTUAL']}"
8.044,8.044,12,8.03 and 18.03,['Spring'],,,"{'RecitationSession': ['MW12 VIRTUAL'], 'LectureSession': ['TR11-12.30 VIRTUAL']}"
8.051,8.051,12,8.04 and permission of instructor,['Spring'],,,{'LectureSession': ['MW10 VIRTUAL']}
8.06,8.06,12,8.05,['Spring'],,,"{'RecitationSession': ['MW11 VIRTUAL'], 'LectureSession': ['TR9.30-11 VIRTUAL']}"
8.08,8.08,12,8.044 and 8.05,['Spring'],,,"{'LectureSession': ['WF1-2.30 VIRTUAL'], 'RecitationSession': ['M1 VIRTUAL']}"
8.13,8.13,18,8.04,"['Fall', 'Spring']",,LAB,{'LabSession': ['TR9-12 VIRTUAL']}
8.14,8.14,18,8.05 and 8.13,"['Fall', 'Spring']",,,"{'RecitationSession': ['MTWRF9-12 4-358'], 'LabSession': ['MW2-5 VIRTUAL']}"
8.18,8.18,0,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']",,,
8.19,8.19,0,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
8.21,8.21,12,"GIR:CAL2, GIR:CHEM, and GIR:PHY2",['Spring'],,REST,"{'RecitationSession': ['TR3 VIRTUAL'], 'LectureSession': ['MW2.30-4 VIRTUAL']}"
8.241,8.241,12,GIR:PHY2 and (5.60 or 8.044),['Spring'],,,"{'RecitationSession': ['T4 VIRTUAL'], 'LectureSession': ['MW11-12.30 VIRTUAL']}"
8.245,8.245,3,,['Spring'],,,"{'LectureSession': ['TR1 VIRTUAL'], 'RecitationSession': ['R2.30 VIRTUAL']}"
8.251,8.251,12,"8.033, 8.044, and 8.05",['Spring'],,,{'LectureSession': ['MW3.30-5 VIRTUAL']}
8.282,8.282,9,GIR:PHY1,['Spring'],,REST,{'LectureSession': ['TR1-2.30 VIRTUAL']}
8.284,8.284,12,8.04; [8.05],['Spring'],,,{'LectureSession': ['TR2-3.30 VIRTUAL']}
8.295,8.295,1,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
8.298,8.298,0,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']",,,
8.299,8.299,0,,"['Fall', 'Spring']",,,
8.EPE,8.EPE,1,2.EPW or permission of instructor,"['Fall', 'Spring']",,,
8.S227,8.S227,12,,['Spring'],,,{'LectureSession': ['TR2.30-4 VIRTUAL']}
8.THU,8.THU,0,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
8.UR,8.UR,0,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
9.00,9.00,12,,['Spring'],HS,,"{'RecitationSession': ['R EVE (7 PM) VIRTUAL'], 'LectureSession': ['TR2-3.30 VIRTUAL']}"
9.09,9.09,12,7.05 or 9.01,['Spring'],,,"{'LectureSession': ['MW10-11.30 VIRTUAL'], 'RecitationSession': ['F12 VIRTUAL']}"
9.12,9.12,12,GIR:BIOL and 9.01,['Spring'],,LAB,"{'LectureSession': ['T3-5 VIRTUAL'], 'LabSession': ['R9-1 VIRTUAL']}"
9.13,9.13,12,"9.00, 9.01, or permission of instructor",['Spring'],,,{'LectureSession': ['MW11-12.30 VIRTUAL']}
9.18,9.18,12,"7.03, 7.05, 9.01, or permission of instructor",['Spring'],,,{'LectureSession': ['TR10-11.30 VIRTUAL']}
9.24,9.24,12,(7.29 and 9.01) or permission of instructor,['Spring'],,,{'LectureSession': ['F1-4 VIRTUAL']}
9.26,9.26,12,GIR:BIOL,['Spring'],,,{'LectureSession': ['F10-1 VIRTUAL']}
9.28,9.28,9,[9.18],['Spring'],,,{'LectureSession': ['TR10-11.30 VIRTUAL']}
9.32,9.32,12,"7.29, 9.16, 9.18, or permission of instructor",['Spring'],,,{'LectureSession': ['MW2.30-4 VIRTUAL']}
9.35,9.35,12,9.01 or permission of instructor,['Spring'],,,"{'RecitationSession': ['F11 VIRTUAL'], 'LectureSession': ['TR2.30-4 VIRTUAL']}"
9.40,9.40,12,"(GIR:PHY2, 6.0002, and 9.01) or permission of instructor",['Spring'],,,"{'LectureSession': ['TR10.30-12 VIRTUAL'], 'RecitationSession': ['W4 VIRTUAL']}"
9.50,9.50,12,9.00 and permission of instructor,"['Fall', 'Spring']",,,
9.53,9.53,12,9.40 or permission of instructor,['Spring'],,,{'LectureSession': ['MW3.30-5 VIRTUAL']}
9.55,9.55,9,,['Spring'],,,{'LectureSession': ['TR11-12.30 VIRTUAL']}
9.59,9.59,12,,['Spring'],,LAB,"{'LectureSession': ['MW1-2.30 VIRTUAL'], 'LabSession': ['F1-4 VIRTUAL']}"
9.60,9.60,12,,['Spring'],,LAB,{'LectureSession': ['TR11-12.30 VIRTUAL']}
9.89,9.89,0,,"['Fall', 'IAP', 'Spring']",,,
9.91,9.91,0,"9.00, two additional subjects in Brain and Cognitive Sciences, and permission of instructor","['Fall', 'IAP', 'Spring']",,,
9.S52,9.S52,0,9.00 and any other two subjects in Brain and Cognitive Sciences,['Spring'],,,{'LectureSession': ['TR 10:30-12p virtual']}
9.S92,9.S92,0,9.00,"['Fall', 'IAP', 'Spring']",,,
9.S99,9.S99,0,,['Spring'],,,
9.UR,9.UR,0,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
9.URG,9.URG,0,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
AS.102,AS.102,2,AS.101 or permission of instructor; [AS.112],['Spring'],,,{'LectureSession': ['T2 VIRTUAL']}
AS.112,AS.112,4,AS.111 or permission of instructor; [AS.102],['Spring'],,,{'LectureSession': ['R2-4 W31-140']}
AS.202,AS.202,2,AS.201 or permission of instructor; [AS.212],['Spring'],,,{'LectureSession': ['W9 VIRTUAL']}
AS.212,AS.212,4,AS.211 or permission of instructor; [AS.202],['Spring'],,,{'LectureSession': ['R2-4 W31-140']}
AS.302,AS.302,6,AS.301 or permission of instructor; [AS.312],['Spring'],,,{'LectureSession': ['T8-11 VIRTUAL']}
AS.312,AS.312,6,AS.311 or permission of instructor; [AS.302],['Spring'],,,{'LectureSession': ['R2-4 W31-140']}
AS.402,AS.402,6,AS.401 or permission of instructor; [AS.412],['Spring'],,,{'LectureSession': ['TR8-11 VIRTUAL']}
AS.412,AS.412,6,AS.411 or permission of instructor; [AS.402],['Spring'],,,{'LectureSession': ['R2-4 W31-140']}
AS.812,AS.812,6,Permission of instructor,['Spring'],,,{'LectureSession': ['R2-4 W31-140']}
CC.011,CC.011,3,,['Spring'],,,{'LectureSession': ['F12-2 VIRTUAL']}
CC.012,CC.012,3,,"['Fall', 'Spring']",,,{'LectureSession': ['F3-5 VIRTUAL']}
CC.111,CC.111,12,,['Spring'],HH,,"{'RecitationSession': ['T3-5 16-160'], 'LectureSession': ['R3-5 VIRTUAL']}"
CC.120,CC.120,12,,"['Fall', 'Spring']",HA,,{'LectureSession': ['TR9.30-11 VIRTUAL']}
CC.1803,CC.1803,12,"[GIR:CAL2 and (CC.010, CC.011, or CC.A10)]",['Spring'],,REST,"{'LectureSession': ['MW11-12.30 VIRTUAL'], 'RecitationSession': ['TR11 VIRTUAL']}"
CC.200,CC.200,0,Permission of instructor,"['Fall', 'IAP', 'Spring']",,,
CC.210,CC.210,0,Permission of instructor,"['Fall', 'IAP', 'Spring']",,,
CC.220,CC.220,0,,"['Fall', 'Spring']",,,
CC.512,CC.512,12,"GIR:CHEM; [CC.010, CC.011, or CC.A10]",['Spring'],,REST,"{'RecitationSession': ['TR10 VIRTUAL'], 'LectureSession': ['MWF10 VIRTUAL']}"
CC.802,CC.802,12,"GIR:CAL1 and GIR:PHY1; [CC.010, CC.011, or CC.A10]",['Spring'],,PHY2,"{'RecitationSession': ['TR1 VIRTUAL'], 'LectureSession': ['MW1-2.30 VIRTUAL']}"
CC.8022,CC.8022,12,GIR:PHY1; [GIR:CAL2],['Spring'],,PHY2,"{'LectureSession': ['MW1-2.30 VIRTUAL'], 'RecitationSession': ['TR2 VIRTUAL']}"
CC.S20,CC.S20,0,,"['Fall', 'IAP', 'Spring']",,,
CC.S21,CC.S21,0,,"['Fall', 'IAP', 'Spring']",,,
CC.UR,CC.UR,0,Permission of instructor,"['Fall', 'Spring']",,,
CMS.100,CMS.100,12,,"['Fall', 'Spring']",HH,,{'LectureSession': ['TR10-11.30 VIRTUAL']}
CMS.150,CMS.150,12,,['Spring'],"HA,HH",,{'LectureSession': ['T2-5 VIRTUAL']}
CMS.301,CMS.301,12,,['Spring'],HA,,{'LectureSession': ['TR11-12.30 VIRTUAL']}
CMS.334,CMS.334,12,,['Spring'],HH,,{'LectureSession': ['T EVE (7-10 PM) VIRTUAL']}
CMS.339,CMS.339,12,Permission of instructor,['Spring'],HA,,{'LectureSession': ['M12-3 VIRTUAL']}
CMS.356,CMS.356,12,,['Spring'],HH,,{'LectureSession': ['MW EVE (7-8.30 PM) VIRTUAL']}
CMS.361,CMS.361,12,,['Spring'],HS,,{'LectureSession': ['TR10.30-12 VIRTUAL']}
CMS.375,CMS.375,12,,['Spring'],HH,,{'LectureSession': ['T EVE (7-10 PM) VIRTUAL']}
CMS.400,CMS.400,12,One subject in Comparative Media Studies or permission of instructor,['Spring'],HH,,{'LectureSession': ['TR11-12.30 VIRTUAL']}
CMS.405,CMS.405,12,21L.011 or CMS.100,['Spring'],HH,,{'LectureSession': ['MW2-3.30 VIRTUAL']}
CMS.587,CMS.587,12,,['Spring'],HS,,"{'LectureSession': ['TR2.30-4 VIRTUAL'], 'LabSession': ['*TO BE ARRANGED null']}"
CMS.590,CMS.590,12,,['Spring'],HH,,"{'LabSession': ['*TO BE ARRANGED null'], 'LectureSession': ['TR1-2.30 VIRTUAL']}"
CMS.593,CMS.593,12,CMS.592,['Spring'],HS,,{'LectureSession': ['TR4-5.30 VIRTUAL']}
CMS.603,CMS.603,0,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']",,,
CMS.604,CMS.604,0,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']",,,
CMS.605,CMS.605,0,,"['Fall', 'IAP', 'Spring']",,,
CMS.611,CMS.611,12,"6.01, CMS.301, or CMS.608",['Spring'],HA,,"{'LectureSession': ['T2-5 VIRTUAL'], 'LabSession': ['R2-5 VIRTUAL']}"
CMS.614,CMS.614,12,,['Spring'],HH,,{'LectureSession': ['TR3.30-5 VIRTUAL']}
CMS.615,CMS.615,12,,['Spring'],HH,,{'LectureSession': ['MW10.30-12 VIRTUAL']}
CMS.621,CMS.621,12,,['Spring'],HH,,{'LectureSession': ['MW9-10.30 VIRTUAL']}
CMS.636,CMS.636,12,,['Spring'],HH,,{'LectureSession': ['TR2-3.30 VIRTUAL']}
CMS.701,CMS.701,12,CMS.100,"['Fall', 'Spring']",HH,,{'LectureSession': ['W2-5 VIRTUAL']}
CMS.THT,CMS.THT,6,Permission of advisor,"['Fall', 'IAP', 'Summer', 'Spring']",,,
CMS.THU,CMS.THU,0,CMS.THT,"['Fall', 'IAP', 'Summer', 'Spring']",,,
CMS.UR,CMS.UR,0,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
CMS.URG,CMS.URG,0,,"['Fall', 'IAP', 'Summer', 'Spring']",,,
EC.050,EC.050,6,,"['Fall', 'IAP', 'Spring']",,,"{'LectureSession': ['T3 VIRTUAL'], 'LabSession': ['T4,R3-5 VIRTUAL']}"
EC.075,EC.075,6,,['Spring'],,,{'LectureSession': ['T EVE (7-9 PM) VIRTUAL']}
EC.120,EC.120,6,,"['Fall', 'Spring']",,,"{'LectureSession': ['M EVE (7-10 PM) 4-409'], 'LabSession': ['MTWRF2-5 4-409']}"
EC.310,EC.310,9,,['Spring'],HE,,{'LectureSession': ['R2-5 VIRTUAL']}
EC.711,EC.711,12,,['Spring'],,,"{'LectureSession': ['MW10.30-12 VIRTUAL'], 'LabSession': ['MTWRF2-5 N51-310']}"
EC.715,EC.715,12,,['Spring'],,,{'LectureSession': ['T2-5 VIRTUAL']}
EC.719,EC.719,12,,['Spring'],,,"{'LabSession': ['*TO BE ARRANGED null'], 'LectureSession': ['R2-5 VIRTUAL']}"
EC.720,EC.720,12,2.670 or permission of instructor,['Spring'],,,{'LectureSession': ['TR3.30-5 N51-310']}
EC.733,EC.733,12,,['Spring'],,,{'LectureSession': ['MW9.30-11 32-141']}
EC.746,EC.746,9,,['Spring'],,,"{'LectureSession': ['MW3-4.30 VIRTUAL'], 'RecitationSession': ['F3 VIRTUAL']}"
EC.750,EC.750,12,,['Spring'],,,{'LectureSession': ['TR2-4 VIRTUAL']}
EC.770,EC.770,0,Permission of instructor,"['Fall', 'IAP', 'Spring']",,,
EC.900,EC.900,0,,"['Fall', 'IAP', 'Spring']",,,
EC.901,EC.901,0,,"['Fall', 'IAP', 'Spring']",,,
EC.910,EC.910,0,,"['Fall', 'Spring']",,,
EC.S01,EC.S01,0,,['Spring'],,,
EC.S06,EC.S06,0,,"['Fall', 'IAP', 'Spring']",,,
